mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus
mp-861912,TaTiTc2,0.132783073,11.26501308,0.0,101,229,0.24,0.31,264.62
mp-861961,TiZnRh2,0.155840543,9.271396329,0.0,83,193,0.14,0.31,217.46
mp-861983,Ti2MnFe,0.170206988,6.5495365229999996,0.0,78,180,0.63,0.31,204.36
mp-864908,MgTiIr2,0.15095254800000002,12.71354762,0.0,109,199,0.03,0.27,276.86
mp-865079,TiZnPd2,0.173479784,8.930709965,0.0,0,147,-10.0,0.5,0.0
mp-865653,TiNbRe2,0.124416023,13.37431832,0.0,115,254,0.04,0.3,299.0
mp-865656,TiMn2W,0.127425394,10.69468687,0.0,120,243,0.53,0.29,309.6
mp-865678,TiMn2V,0.13678888,6.930633199,0.0,82,192,0.9,0.31,214.84
mp-865928,Ti2TcPt,0.14796710300000002,10.53393293,0.0,76,202,0.11,0.33,202.16
mp-865930,TiZnCu2,0.186916291,7.415148555,0.0,43,129,8.07,0.35,116.1
mp-866142,TiGaIr2,0.138615996,14.13165249,0.2115375,93,223,-5.55,0.32,245.52
mp-866154,TiBeIr2,0.136192003,13.86452338,0.0,121,241,0.0,0.28,309.76
mp-866155,TiAlRu2,0.111021125,8.111431846,0.0,86,209,0.02,0.32,227.04
mp-866170,TiInRh2,0.149057501,9.569856062000001,0.0,-103,174,-5.6,0.87,-385.22
mp-866187,Ti2ZnTc,0.15911375,7.03068943,0.0,49,157,0.69,0.36,133.28
mp-867821,TaTiMn2,0.129889258,10.17393399,0.0,89,217,0.63,0.32,234.96
mp-9172,Li4TiO4,0.52048751,2.49757316,0.0,43,80,0.16,0.27,109.22
mp-924130,TiNiSn,0.129114091,7.230096923,0.0,68,122,0.01,0.27,172.72
mp-961673,TiFeTe,0.27978645399999996,7.5443165489999995,0.0,80,153,0.04,0.28,204.8
mp-961682,TiSnPd,0.125336669,7.554322966,0.0,77,118,0.09,0.23,189.42
mp-977440,LiTiPt2,0.170763881,12.60327472,0.0,40,181,-6.25,0.4,112.0
mp-1008680,TiGePt,0.124374013,9.749869469,0.0,50,142,1.86,0.34,134.0
mp-10136,Ti2ReB2,0.129218305,8.962409925,0.0,189,253,0.07,0.2,453.6
mp-1025238,Tm(TiGa2)2,0.145871432,7.30252873,0.0,58,102,0.52,0.26,146.16
mp-1025263,Ti2NiS4,0.161799053,4.152401887,0.0,55,83,0.51,0.23,135.3
mp-1025550,Ti2GaN,0.15370416,5.682010841,0.0,109,159,0.03,0.22,265.96
mp-1029799,Sr4TiN4,0.268362169,4.468439932,0.0,33,73,1.04,0.3,85.8
mp-10739,TiPRu,0.10791786099999999,7.173677446,0.0,103,221,0.05,0.3,267.8
mp-10755,TiFeSb,0.142796896,7.055233351,0.0,53,114,0.11,0.3,137.8
mp-11073,Ti3In3Rh2,0.15028307,7.9926334820000005,0.0,56,122,0.02,0.3,145.6
mp-12527,Ti2Te2P,0.208608509,5.513174125,0.0,14,21,23.33,0.22,34.16
mp-12537,Ti2GaC,0.128972264,5.332772545,0.0,108,139,0.04,0.19,257.04
mp-20268,TiGePd,0.14872824699999998,7.962521711,0.0,69,150,0.33,0.3,179.4
mp-20315,Ti2InC,0.14383771,6.063190463,0.0,96,127,0.09,0.2,230.4
mp-20325,Ti3InC,0.148108156,5.857246751,0.0,92,145,0.12,0.24,228.16
mp-21023,Ti3SnC2,0.128994251,5.906377008,0.0,112,158,0.03,0.21,271.04
mp-21306,TiCoSi,0.131391498,5.7176592379999995,0.0,100,181,0.18,0.27,254.0
mp-22725,TiInCu2,0.174050932,7.837531384,0.0,46,120,2.95,0.33,122.36
mp-27315,CaTiF6,0.121114136,2.3075032909999997,0.0,25,50,4.02,0.29,64.5
mp-27848,TiIN,0.18171334100000003,4.6374993280000005,0.0,18,24,47.88,0.2,43.2
mp-30847,TiSnPt,0.11846829800000001,9.92580275,0.0,56,137,0.16,0.32,147.84
mp-3271,Ti3AlC,0.125375932,4.148160713,0.0,101,153,0.22,0.23,248.46
mp-3397,Ba2TiO4,0.493654406,4.964862892,0.0,29,64,0.36,0.3,75.4
mp-568469,Ca4TiN4,0.220542871,3.061878275,0.0,43,90,0.74,0.29,110.94
mp-7942,NaTiS2,0.20021685,3.025204167,0.0,37,52,0.57,0.21,89.54
mp-861627,Ti2AlMo,0.130984483,5.6528122629999995,0.0,42,150,1.1,0.37,115.08
mp-862911,Ti2CoTc,0.15720388300000002,7.508747467999999,0.0,94,194,0.3,0.29,242.52
mp-864919,MgTiRh2,0.146290756,7.7476109,0.0,77,163,0.01,0.3,200.2
mp-865235,Ti6Al16Ni7,0.116830898,4.564324365,0.0,91,130,0.09,0.22,222.04
mp-865441,TiAlPd2,0.146123687,7.796983786,0.0,30,166,5.11,0.41,84.6
mp-865469,Ti2MnRu,0.134286817,7.45842297,0.0,80,188,0.45,0.31,209.6
mp-865537,TiMnCo2,0.151020941,7.350147535,0.0,78,173,0.56,0.3,202.8
mp-865548,TiInCo2,0.18200852899999997,8.593805426,0.0,68,159,0.21,0.31,178.16
mp-865591,Ti2NiMo,0.150924168,7.112101517,0.0,79,171,0.06,0.3,205.4
mp-865652,TiMn2Si,0.113844808,6.352313231,0.0,105,207,0.26,0.28,268.8
mp-865655,TiNbTc2,0.13246080400000002,8.908701472,0.0,96,222,0.28,0.31,251.52
mp-865664,TiRe2W,0.121651226,16.25979848,0.0,146,285,0.05,0.28,373.76
mp-865665,TiReTc2,0.12602776300000001,11.96773765,0.0,123,273,0.01,0.3,319.8
mp-865679,TiSnPd2,0.14829531099999999,9.28762266,0.0,-18,146,-7.39,0.56,-56.16
mp-865680,TiSiOs2,0.10506926300000001,13.7274743,0.0,136,279,0.11,0.29,350.88
mp-865681,TiSiRu2,0.104583212,8.522604054,0.0,130,243,0.11,0.27,330.2
mp-865717,Ti2ReIr,0.142137164,13.06534749,0.0,117,236,0.06,0.29,301.86
mp-865888,TiSnRu2,0.11820552599999999,9.777327922000001,0.0,108,202,0.0,0.27,274.32
mp-866157,TiGaRh2,0.13632235,9.278021165,0.0,-47,194,-6.52,0.63,-153.22
mp-866375,TiFe2Ge,0.199726842,7.94700259,0.0,127,215,0.0,0.25,317.5
mp-867846,TaTiRe2,0.124749231,15.71075605,0.0,117,263,0.03,0.31,306.54
mp-972337,Ti2IrW,0.145341379,12.73920882,0.0,90,191,0.01,0.3,234.0
mp-972957,ScTiRu2,0.126988345,7.862720992000001,0.0,79,238,0.35,0.35,213.3
mp-1014257,Ti3ZnN,0.169427154,5.3789095179999995,0.0,92,146,0.12,0.24,228.16
mp-13641,TiCdO3,0.539983687,5.633653362,0.0,48,150,1.19,0.35,129.6
mp-16318,RbTiS2,0.305355585,3.646568395,0.0,31,52,0.12,0.25,77.5
mp-18732,TiNiO3,0.567247788,4.9480717919999995,0.0,82,177,0.13,0.3,213.2
mp-22769,TiCoGe,0.15444785,7.1908569710000005,0.0,78,171,0.21,0.3,202.8
mp-22962,CsTiBr3,0.21251156699999998,4.114540726,0.0,7,15,0.23,0.3,18.2
mp-27839,K2TiCl6,0.174369152,2.232695115,0.0,5,12,0.71,0.31,13.1
mp-30656,TiGaNi,0.146269593,6.9918973179999995,0.0,69,147,1.26,0.3,179.4
mp-3349,Sr3Ti2O7,0.582182699,4.905953288,0.0,83,140,0.05,0.25,207.5
mp-3488,Na2Ti3O7,0.531051611,3.34542937,0.0,42,96,0.66,0.31,110.04
